,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0,"tensor(884.5505, device='mps:0')","tensor(515.3236, device='mps:0')","tensor(0.9977, device='mps:0')","tensor(986.5125, device='mps:0')","tensor(373.3552, device='mps:0')","tensor(0.9990, device='mps:0')","tensor(764.9969, device='mps:0')","tensor(393.0803, device='mps:0')","tensor(0.9976, device='mps:0')","tensor(1131.6888, device='mps:0')","tensor(383.8482, device='mps:0')","tensor(0.9822, device='mps:0')","tensor(641.7808, device='mps:0')","tensor(433.8272, device='mps:0')","tensor(0.8663, device='mps:0')","tensor(1376.9415, device='mps:0')","tensor(779.1402, device='mps:0')","tensor(0.9776, device='mps:0')","tensor(515.1724, device='mps:0')","tensor(844.5524, device='mps:0')","tensor(0.9319, device='mps:0')","tensor(1458.2327, device='mps:0')","tensor(1080., device='mps:0')","tensor(0.0075, device='mps:0')","tensor(464.1292, device='mps:0')","tensor(1080., device='mps:0')","tensor(0.0048, device='mps:0')","tensor(1215.0421, device='mps:0')","tensor(1039.6027, device='mps:0')","tensor(0.0056, device='mps:0')","tensor(635.7847, device='mps:0')","tensor(1065.8917, device='mps:0')","tensor(0.0069, device='mps:0')","tensor(1215.5603, device='mps:0')","tensor(1080., device='mps:0')","tensor(0.0004, device='mps:0')","tensor(719.1829, device='mps:0')","tensor(1080., device='mps:0')","tensor(0.0002, device='mps:0')","tensor(1178.0081, device='mps:0')","tensor(1037.7708, device='mps:0')","tensor(0.0002, device='mps:0')","tensor(828.5563, device='mps:0')","tensor(954.6131, device='mps:0')","tensor(0.0004, device='mps:0')","tensor(1163.9291, device='mps:0')","tensor(1080., device='mps:0')","tensor(0.0001, device='mps:0')","tensor(872.2941, device='mps:0')","tensor(1080., device='mps:0')","tensor(0.0004, device='mps:0')","tensor(75.5675, device='mps:0')","tensor(607.7405, device='mps:0')","tensor(0.9474, device='mps:0')","tensor(151.9095, device='mps:0')","tensor(548.1290, device='mps:0')","tensor(0.9931, device='mps:0')","tensor(3.3204, device='mps:0')","tensor(519.9987, device='mps:0')","tensor(0.6106, device='mps:0')","tensor(226.8066, device='mps:0')","tensor(599.1654, device='mps:0')","tensor(0.6629, device='mps:0')","tensor(0., device='mps:0')","tensor(542.9368, device='mps:0')","tensor(0.0129, device='mps:0')","tensor(302.3803, device='mps:0')","tensor(895.3723, device='mps:0')","tensor(0.9517, device='mps:0')","tensor(0., device='mps:0')","tensor(850.5238, device='mps:0')","tensor(6.2411e-05, device='mps:0')","tensor(289.5474, device='mps:0')","tensor(1080., device='mps:0')","tensor(0.0619, device='mps:0')","tensor(26.7902, device='mps:0')","tensor(1070.8663, device='mps:0')","tensor(2.9607e-06, device='mps:0')","tensor(42.7688, device='mps:0')","tensor(1055.1279, device='mps:0')","tensor(0.0292, device='mps:0')","tensor(26.0607, device='mps:0')","tensor(999.6837, device='mps:0')","tensor(0.0034, device='mps:0')","tensor(169.0714, device='mps:0')","tensor(1080., device='mps:0')","tensor(0.0012, device='mps:0')","tensor(0., device='mps:0')","tensor(1042.1971, device='mps:0')","tensor(2.0708e-05, device='mps:0')","tensor(163.8106, device='mps:0')","tensor(1022.5399, device='mps:0')","tensor(0.0018, device='mps:0')","tensor(27.5944, device='mps:0')","tensor(961.8643, device='mps:0')","tensor(0.0007, device='mps:0')","tensor(140.0818, device='mps:0')","tensor(1057.7153, device='mps:0')","tensor(0.0005, device='mps:0')","tensor(58.6621, device='mps:0')","tensor(1043.6332, device='mps:0')","tensor(0.0004, device='mps:0')"
